Date,Time,Butt 1,Butt 2,Butt 3,Butt 4
03/03/2015,00:00:00,2.73,2.837,1.764,3.367
03/03/2015,01:00:00,1.98,1.872,1.221,2.517
03/03/2015,02:00:00,1.112,1.221,0.784,1.872
03/03/2015,03:00:00,1.112,1.221,0.784,1.656
03/03/2015,04:00:00,0.893,1.003,0.784,1.548
03/03/2015,05:00:00,1.33,1.439,1.221,1.764
03/03/2015,06:00:00,0.784,1.003,0.784,1.33
03/03/2015,07:00:00,1.33,1.548,1.439,1.656
03/03/2015,08:00:00,2.517,2.624,2.73,2.73
03/03/2015,09:00:00,2.73,4.934,5.244,6.268
03/03/2015,10:00:00,7.079,6.674,9.275,8.779
03/03/2015,11:00:00,9.373,9.768,9.472,9.472
03/03/2015,12:00:00,10.455,11.916,10.455,10.748
03/03/2015,13:00:00,11.041,10.651,9.373,10.944
03/03/2015,14:00:00,12.304,12.401,9.768,11.819
03/03/2015,15:00:00,12.497,11.819,7.882,10.748
03/03/2015,16:00:00,10.259,10.259,6.674,9.571
03/03/2015,17:00:00,8.68,8.779,5.86,8.182
03/03/2015,18:00:00,7.28,7.381,4.831,6.978
03/03/2015,19:00:00,6.268,6.268,4.102,6.064
03/03/2015,20:00:00,5.45,5.347,3.578,5.347
03/03/2015,21:00:00,4.727,4.831,3.155,4.831
03/03/2015,22:00:00,4.415,4.207,2.73,4.415
03/03/2015,23:00:00,3.472,3.472,1.98,3.788
04/03/2015,00:00:00,2.943,2.943,1.548,3.261
04/03/2015,01:00:00,1.872,1.656,1.003,2.41
04/03/2015,02:00:00,1.764,1.548,0.784,2.624
04/03/2015,03:00:00,0.343,0.343,0.453,1.548
04/03/2015,04:00:00,0.121,0.343,0.232,0.563
04/03/2015,05:00:00,0.121,0.232,0.121,0.563
04/03/2015,06:00:00,0.01,0.232,-0.102,0.343
04/03/2015,07:00:00,0.121,0.232,0.121,0.453
04/03/2015,08:00:00,0.453,0.563,0.784,1.439
04/03/2015,09:00:00,1.221,1.656,2.41,5.347
04/03/2015,10:00:00,7.481,5.962,8.481,9.077
04/03/2015,11:00:00,9.472,10.455,10.063,10.553
04/03/2015,12:00:00,11.528,12.594,10.846,11.916
04/03/2015,13:00:00,11.041,10.846,9.571,10.357
04/03/2015,14:00:00,11.139,11.041,9.669,10.161
04/03/2015,15:00:00,12.11,12.11,9.571,10.455
04/03/2015,16:00:00,11.334,10.259,8.382,9.669
04/03/2015,17:00:00,9.176,9.077,7.481,8.779
04/03/2015,18:00:00,7.481,7.882,5.86,7.582
04/03/2015,19:00:00,6.37,6.877,5.037,6.674
04/03/2015,20:00:00,5.45,5.962,4.311,5.962
04/03/2015,21:00:00,4.623,5.141,3.472,5.141
04/03/2015,22:00:00,4.207,4.623,2.943,4.623
04/03/2015,23:00:00,3.367,3.893,2.517,3.998
05/03/2015,00:00:00,2.624,2.837,1.764,3.367
05/03/2015,01:00:00,1.872,1.872,1.112,2.195
05/03/2015,02:00:00,0.674,1.003,0.453,1.764
05/03/2015,03:00:00,0.01,0.453,0.121,0.784
05/03/2015,04:00:00,-0.102,0.232,-0.213,0.232
05/03/2015,05:00:00,-0.325,0.121,-0.437,0.121
05/03/2015,06:00:00,-0.325,0.01,-0.437,0.01
05/03/2015,07:00:00,-0.213,0.121,-0.325,0.121
05/03/2015,08:00:00,0.121,0.563,0.232,0.674
05/03/2015,09:00:00,2.73,2.517,2.088,3.788
05/03/2015,10:00:00,8.082,8.879,6.268,9.373
05/03/2015,11:00:00,12.207,12.401,11.625,12.594
05/03/2015,12:00:00,12.013,14.613,11.819,14.23
05/03/2015,13:00:00,14.134,14.325,12.497,15.282
05/03/2015,14:00:00,13.365,13.461,11.528,12.207
05/03/2015,15:00:00,12.594,12.401,11.139,11.431
05/03/2015,16:00:00,11.625,11.431,10.161,10.651
05/03/2015,17:00:00,10.455,10.455,8.978,9.965
05/03/2015,18:00:00,9.472,9.571,8.282,9.176
05/03/2015,19:00:00,8.879,8.879,7.882,8.779
05/03/2015,20:00:00,8.282,8.382,7.682,8.382
05/03/2015,21:00:00,7.983,7.983,7.381,7.983
05/03/2015,22:00:00,7.582,7.682,7.179,7.682
05/03/2015,23:00:00,7.381,7.481,6.978,7.481
06/03/2015,00:00:00,7.179,7.179,6.775,7.28
06/03/2015,01:00:00,6.877,6.978,6.674,7.079
06/03/2015,02:00:00,6.674,6.775,6.471,6.877
06/03/2015,03:00:00,6.573,6.573,6.37,6.674
06/03/2015,04:00:00,6.37,6.37,6.166,6.573
06/03/2015,05:00:00,6.166,6.166,5.962,6.37
06/03/2015,06:00:00,5.552,5.655,5.347,5.962
06/03/2015,07:00:00,5.244,5.347,5.141,5.757
06/03/2015,08:00:00,5.757,5.757,6.877,6.877
06/03/2015,09:00:00,7.481,7.179,7.682,7.682
06/03/2015,10:00:00,8.082,8.182,8.978,9.571
06/03/2015,11:00:00,10.944,9.965,11.334,12.304
06/03/2015,12:00:00,12.11,11.236,11.528,13.75
06/03/2015,13:00:00,13.942,13.461,11.139,15.091
06/03/2015,14:00:00,14.421,13.461,11.236,13.076
06/03/2015,15:00:00,13.75,13.846,10.553,12.98
06/03/2015,16:00:00,12.207,12.401,10.063,12.304
06/03/2015,17:00:00,10.944,11.236,9.472,11.431
06/03/2015,18:00:00,9.472,9.965,8.382,10.259
06/03/2015,19:00:00,8.779,8.68,7.782,9.373
06/03/2015,20:00:00,7.983,7.882,7.179,8.68
06/03/2015,21:00:00,7.381,7.179,6.775,7.983
06/03/2015,22:00:00,6.978,6.674,6.37,7.481
06/03/2015,23:00:00,6.573,6.37,6.064,7.079
07/03/2015,00:00:00,6.166,6.064,5.655,6.674
07/03/2015,01:00:00,5.86,5.655,5.552,6.37
07/03/2015,02:00:00,5.655,5.45,5.347,6.268
07/03/2015,03:00:00,5.45,5.244,5.141,5.962
07/03/2015,04:00:00,5.45,5.244,5.141,5.86
07/03/2015,05:00:00,5.244,5.141,5.037,5.655
07/03/2015,06:00:00,5.037,5.037,4.831,5.45
07/03/2015,07:00:00,5.141,5.244,5.037,5.552
07/03/2015,08:00:00,5.962,6.268,6.877,7.179
07/03/2015,09:00:00,7.179,7.882,8.581,9.176
07/03/2015,10:00:00,9.373,10.259,12.013,13.076
07/03/2015,11:00:00,11.722,12.497,14.613,15.76
07/03/2015,12:00:00,13.461,16.237,14.613,17.379
07/03/2015,13:00:00,14.421,16.713,13.846,18.236
07/03/2015,14:00:00,15.664,16.903,13.558,15.76
07/03/2015,15:00:00,16.523,16.999,12.594,15.569
07/03/2015,16:00:00,15.187,14.9,12.013,14.9
07/03/2015,17:00:00,13.558,13.558,11.431,13.942
07/03/2015,18:00:00,12.11,11.916,10.357,12.401
07/03/2015,19:00:00,10.944,10.651,9.472,11.334
07/03/2015,20:00:00,9.965,9.768,8.879,10.553
07/03/2015,21:00:00,9.176,8.879,8.182,9.669
07/03/2015,22:00:00,8.481,8.382,7.682,9.077
07/03/2015,23:00:00,7.983,7.682,7.28,8.481
08/03/2015,00:00:00,7.481,7.179,6.877,7.983
08/03/2015,01:00:00,6.877,6.674,6.37,7.481
08/03/2015,02:00:00,6.471,6.166,5.86,7.079
08/03/2015,03:00:00,6.978,6.674,6.471,7.481
08/03/2015,04:00:00,6.775,6.674,6.573,7.381
08/03/2015,05:00:00,6.674,6.573,6.37,7.28
08/03/2015,06:00:00,6.166,6.064,5.757,6.775
08/03/2015,07:00:00,5.86,5.757,5.552,6.573
08/03/2015,08:00:00,6.37,6.573,7.582,8.182
08/03/2015,09:00:00,9.077,9.077,9.669,10.063
08/03/2015,10:00:00,9.669,9.571,10.063,10.259
08/03/2015,11:00:00,10.553,10.553,10.846,10.846
08/03/2015,12:00:00,11.139,10.944,11.334,11.334
08/03/2015,13:00:00,11.041,10.944,11.236,11.236
08/03/2015,14:00:00,10.748,10.651,10.748,10.846
08/03/2015,15:00:00,12.013,11.916,12.013,11.819
08/03/2015,16:00:00,12.304,12.207,11.916,11.819
08/03/2015,17:00:00,10.846,10.748,10.063,10.748
08/03/2015,18:00:00,10.553,10.455,10.063,10.455
08/03/2015,19:00:00,9.768,9.768,9.472,9.768
08/03/2015,20:00:00,9.275,9.176,9.077,9.275
08/03/2015,21:00:00,8.182,8.182,8.182,8.481
08/03/2015,22:00:00,7.381,7.381,7.381,7.782
08/03/2015,23:00:00,6.674,6.573,6.674,7.079
09/03/2015,00:00:00,5.962,5.86,6.064,6.37
09/03/2015,01:00:00,5.244,5.141,5.45,5.757
09/03/2015,02:00:00,4.623,4.519,4.831,5.037
09/03/2015,03:00:00,3.998,3.893,4.311,4.415
09/03/2015,04:00:00,3.788,3.578,3.893,3.998
09/03/2015,05:00:00,3.367,2.837,3.578,3.367
09/03/2015,06:00:00,2.624,2.303,3.367,3.261
09/03/2015,07:00:00,1.439,1.548,2.517,2.837
09/03/2015,08:00:00,3.367,3.683,4.934,5.244
09/03/2015,09:00:00,6.166,6.674,6.775,7.481
09/03/2015,10:00:00,7.28,7.381,7.28,7.782
09/03/2015,11:00:00,7.782,7.782,7.782,8.182
09/03/2015,12:00:00,7.983,8.082,8.082,8.282
09/03/2015,13:00:00,8.779,8.779,8.68,8.879
09/03/2015,14:00:00,8.978,8.978,8.879,8.978
09/03/2015,15:00:00,9.077,9.077,8.978,9.176
09/03/2015,16:00:00,9.077,9.077,9.077,9.176
09/03/2015,17:00:00,9.077,9.077,9.077,9.077
09/03/2015,18:00:00,9.077,9.077,8.978,9.077
09/03/2015,19:00:00,9.176,9.275,9.077,9.176
09/03/2015,20:00:00,9.077,9.275,9.077,9.077
09/03/2015,21:00:00,9.077,9.176,8.978,9.077
09/03/2015,22:00:00,8.182,8.282,8.182,8.182
09/03/2015,23:00:00,7.481,7.28,7.381,7.381
10/03/2015,00:00:00,6.775,6.573,6.674,6.775
10/03/2015,01:00:00,6.37,6.064,6.268,6.268
10/03/2015,02:00:00,5.86,5.45,5.655,5.655
10/03/2015,03:00:00,5.244,4.727,5.244,5.037
10/03/2015,04:00:00,4.934,4.311,4.831,4.727
10/03/2015,05:00:00,4.311,3.788,4.311,4.102
10/03/2015,06:00:00,3.998,3.261,3.893,3.578
10/03/2015,07:00:00,3.788,3.155,3.788,3.367
10/03/2015,08:00:00,4.415,3.261,4.207,4.311
10/03/2015,09:00:00,5.962,5.962,5.45,8.182
10/03/2015,10:00:00,8.779,9.571,7.882,11.139
10/03/2015,11:00:00,11.431,11.819,11.528,12.594
10/03/2015,12:00:00,14.038,14.325,12.883,14.804
10/03/2015,13:00:00,15.855,16.523,12.594,16.427
10/03/2015,14:00:00,14.421,16.713,11.916,13.942
10/03/2015,15:00:00,13.75,16.523,10.161,13.173
10/03/2015,16:00:00,13.269,14.709,9.669,12.401
10/03/2015,17:00:00,12.401,12.401,8.68,11.528
10/03/2015,18:00:00,11.236,11.041,7.882,10.455
10/03/2015,19:00:00,10.259,9.866,7.079,9.373
10/03/2015,20:00:00,9.275,8.879,6.37,8.581
10/03/2015,21:00:00,8.382,8.082,5.655,7.782
10/03/2015,22:00:00,7.782,7.481,5.244,7.179
10/03/2015,23:00:00,7.28,6.978,5.037,6.674
11/03/2015,00:00:00,6.775,6.471,4.727,6.166
11/03/2015,01:00:00,6.37,6.166,4.519,5.86
11/03/2015,02:00:00,5.962,5.655,4.102,5.45
11/03/2015,03:00:00,5.552,5.552,4.207,5.141
11/03/2015,04:00:00,5.141,5.141,3.788,4.727
11/03/2015,05:00:00,4.934,4.831,3.893,4.519
11/03/2015,06:00:00,4.102,4.207,2.943,3.998
11/03/2015,07:00:00,3.998,4.207,2.517,3.578
11/03/2015,08:00:00,4.207,4.415,5.347,5.45
11/03/2015,09:00:00,6.471,6.978,7.882,9.077
11/03/2015,10:00:00,9.965,10.553,10.161,11.722
11/03/2015,11:00:00,12.883,13.076,12.401,14.038
11/03/2015,12:00:00,13.558,13.269,12.883,14.134
11/03/2015,13:00:00,15.664,14.9,12.98,15.473
11/03/2015,14:00:00,13.461,13.461,12.401,13.365
11/03/2015,15:00:00,13.173,13.365,12.497,13.173
11/03/2015,16:00:00,12.497,12.594,12.013,12.401
11/03/2015,17:00:00,11.722,11.819,11.431,11.722
11/03/2015,18:00:00,11.139,10.944,10.944,11.236
11/03/2015,19:00:00,10.748,10.357,10.553,10.846
11/03/2015,20:00:00,10.357,10.161,10.063,10.455
11/03/2015,21:00:00,10.161,9.965,9.866,10.259
11/03/2015,22:00:00,9.965,9.866,9.768,10.161
11/03/2015,23:00:00,9.866,9.669,9.768,9.965
12/03/2015,00:00:00,9.669,9.571,9.373,9.669
12/03/2015,01:00:00,9.472,9.373,9.275,9.472
12/03/2015,02:00:00,9.275,9.275,9.077,9.373
12/03/2015,03:00:00,9.176,9.077,8.978,9.176
12/03/2015,04:00:00,8.978,8.978,8.879,9.077
12/03/2015,05:00:00,8.879,8.779,8.68,8.879
12/03/2015,06:00:00,8.581,8.481,8.481,8.581
12/03/2015,07:00:00,8.182,8.182,8.082,8.282
12/03/2015,08:00:00,8.68,8.68,9.077,9.373
12/03/2015,09:00:00,9.571,9.571,9.768,10.259
12/03/2015,10:00:00,10.846,11.041,10.944,11.625
12/03/2015,11:00:00,12.98,12.98,12.594,13.75
12/03/2015,12:00:00,14.421,14.421,13.076,14.996
12/03/2015,13:00:00,14.325,14.421,12.69,14.421
12/03/2015,14:00:00,13.365,13.365,12.304,13.076
12/03/2015,15:00:00,13.269,13.846,12.013,12.883
12/03/2015,16:00:00,12.11,12.207,11.236,12.013
12/03/2015,17:00:00,10.944,10.944,10.455,11.041
12/03/2015,18:00:00,10.357,10.161,9.866,10.455
12/03/2015,19:00:00,9.669,9.373,9.275,9.866
12/03/2015,20:00:00,9.176,8.879,8.68,9.373
12/03/2015,21:00:00,8.879,8.581,8.382,8.978
12/03/2015,22:00:00,8.68,8.382,8.581,8.779
12/03/2015,23:00:00,8.382,8.082,8.182,8.581
13/03/2015,00:00:00,8.182,7.983,8.082,8.282
13/03/2015,01:00:00,7.983,7.882,7.882,8.182
13/03/2015,02:00:00,7.882,7.682,7.882,8.082
13/03/2015,03:00:00,7.782,7.682,7.882,7.983
13/03/2015,04:00:00,7.682,7.582,7.682,7.782
13/03/2015,05:00:00,7.481,7.481,7.481,7.682
13/03/2015,06:00:00,7.381,7.28,7.381,7.481
13/03/2015,07:00:00,7.179,7.079,7.079,7.381
13/03/2015,08:00:00,7.179,7.179,7.179,7.28
13/03/2015,09:00:00,7.381,7.481,7.28,7.381
13/03/2015,10:00:00,8.082,8.282,8.082,7.983
13/03/2015,11:00:00,9.472,9.768,9.472,9.077
13/03/2015,12:00:00,10.944,11.528,10.846,10.357
13/03/2015,13:00:00,13.076,14.038,12.207,12.304
13/03/2015,14:00:00,13.173,14.038,11.819,11.334
13/03/2015,15:00:00,12.304,13.173,10.944,10.748
13/03/2015,16:00:00,11.236,11.916,10.161,10.259
13/03/2015,17:00:00,10.161,10.651,9.373,9.669
13/03/2015,18:00:00,9.373,9.472,8.581,8.978
13/03/2015,19:00:00,8.581,8.481,7.782,8.282
13/03/2015,20:00:00,7.882,7.882,6.978,7.582
13/03/2015,21:00:00,7.481,7.28,6.471,6.978
13/03/2015,22:00:00,7.079,7.079,6.268,6.775
13/03/2015,23:00:00,6.37,6.978,6.166,6.573
14/03/2015,00:00:00,5.552,5.86,5.655,5.757
14/03/2015,01:00:00,5.244,5.347,5.244,5.347
14/03/2015,02:00:00,4.623,4.934,4.727,4.727
14/03/2015,03:00:00,4.102,4.415,4.311,4.311
14/03/2015,04:00:00,3.261,3.578,3.683,3.472
14/03/2015,05:00:00,3.155,3.472,3.683,3.261
14/03/2015,06:00:00,2.943,3.472,3.472,3.367
14/03/2015,07:00:00,2.943,3.578,3.578,3.367
14/03/2015,08:00:00,3.788,4.415,4.311,3.998
14/03/2015,09:00:00,7.882,6.775,7.882,7.682
14/03/2015,10:00:00,10.357,10.063,10.553,10.651
14/03/2015,11:00:00,10.455,10.553,10.748,10.651
14/03/2015,12:00:00,9.965,10.357,9.768,9.472
14/03/2015,13:00:00,8.879,8.879,8.481,8.182
14/03/2015,14:00:00,8.282,8.182,8.182,7.682
14/03/2015,15:00:00,8.481,8.481,8.282,7.682
14/03/2015,16:00:00,8.182,8.282,7.882,7.481
14/03/2015,17:00:00,7.179,7.381,7.179,6.775
14/03/2015,18:00:00,6.471,6.37,6.166,6.064
14/03/2015,19:00:00,5.655,5.655,5.244,5.45
14/03/2015,20:00:00,4.727,4.831,4.415,4.934
14/03/2015,21:00:00,5.45,5.244,4.934,5.141
14/03/2015,22:00:00,5.244,5.037,4.934,4.934
14/03/2015,23:00:00,5.037,4.934,4.934,4.831
15/03/2015,00:00:00,4.934,4.831,4.831,4.727
15/03/2015,01:00:00,4.934,4.831,4.727,4.623
15/03/2015,02:00:00,4.934,4.831,4.727,4.623
15/03/2015,03:00:00,4.831,4.727,4.727,4.623
15/03/2015,04:00:00,4.727,4.623,4.623,4.623
15/03/2015,05:00:00,4.727,4.519,4.623,4.623
15/03/2015,06:00:00,4.519,4.311,4.415,4.519
15/03/2015,07:00:00,4.623,4.519,4.623,4.623
15/03/2015,08:00:00,5.037,5.244,5.141,5.141
15/03/2015,09:00:00,5.347,5.655,5.552,5.45
15/03/2015,10:00:00,6.268,6.674,6.268,6.166
15/03/2015,11:00:00,7.28,7.582,7.381,6.978
15/03/2015,12:00:00,7.079,7.381,7.079,6.775
15/03/2015,13:00:00,6.978,7.179,6.978,6.674
15/03/2015,14:00:00,7.481,7.481,7.381,6.978
15/03/2015,15:00:00,6.775,6.775,6.674,6.471
15/03/2015,16:00:00,6.471,6.573,6.471,6.166
15/03/2015,17:00:00,6.471,6.37,6.37,6.064
15/03/2015,18:00:00,6.064,6.064,6.064,5.757
15/03/2015,19:00:00,5.655,5.86,5.86,5.552
15/03/2015,20:00:00,5.45,5.552,5.45,5.347
15/03/2015,21:00:00,5.347,5.552,5.45,5.347
15/03/2015,22:00:00,5.141,5.347,5.347,5.141
15/03/2015,23:00:00,5.141,5.244,5.244,5.037
16/03/2015,00:00:00,4.831,5.037,5.037,4.934
16/03/2015,01:00:00,4.831,4.934,5.037,4.831
16/03/2015,02:00:00,4.623,4.831,4.934,4.727
16/03/2015,03:00:00,4.623,4.831,4.831,4.623
16/03/2015,04:00:00,4.519,4.727,4.727,4.519
16/03/2015,05:00:00,4.623,4.727,4.831,4.623
16/03/2015,06:00:00,4.623,4.519,4.623,4.623
16/03/2015,07:00:00,4.623,4.623,4.623,4.623
16/03/2015,08:00:00,4.727,4.831,4.831,4.727
16/03/2015,09:00:00,5.86,6.471,6.37,5.86
16/03/2015,10:00:00,7.582,8.082,7.882,7.079
16/03/2015,11:00:00,7.882,8.082,7.882,7.481
16/03/2015,12:00:00,9.768,9.866,9.275,8.978
16/03/2015,13:00:00,8.182,8.282,7.682,7.582
16/03/2015,14:00:00,7.079,7.481,7.179,6.775
16/03/2015,15:00:00,8.082,7.882,7.682,7.381
16/03/2015,16:00:00,7.079,7.079,6.877,6.37
16/03/2015,17:00:00,6.471,6.775,6.775,6.268
16/03/2015,18:00:00,5.962,6.471,6.37,5.86
16/03/2015,19:00:00,5.655,6.166,6.166,5.552
16/03/2015,20:00:00,5.347,5.962,5.86,5.347
16/03/2015,21:00:00,5.244,5.757,5.655,5.347
16/03/2015,22:00:00,4.415,5.244,5.037,4.623
16/03/2015,23:00:00,3.578,4.311,4.311,3.788
17/03/2015,00:00:00,3.155,3.998,3.998,3.472
17/03/2015,01:00:00,3.261,4.102,4.102,3.472
17/03/2015,02:00:00,3.367,4.102,4.102,3.472
17/03/2015,03:00:00,3.367,3.998,4.102,3.367
17/03/2015,04:00:00,3.683,4.311,4.311,3.578
17/03/2015,05:00:00,3.998,4.623,4.519,3.788
17/03/2015,06:00:00,4.207,4.727,4.727,4.102
17/03/2015,07:00:00,4.415,4.831,4.727,4.311
17/03/2015,08:00:00,5.45,5.347,5.244,5.141
17/03/2015,09:00:00,7.079,6.674,6.674,6.37
17/03/2015,10:00:00,9.275,8.879,8.581,8.481
17/03/2015,11:00:00,10.748,10.063,9.768,9.669
17/03/2015,12:00:00,12.11,11.819,11.041,10.944
17/03/2015,13:00:00,13.942,14.134,12.98,12.497
17/03/2015,14:00:00,14.038,14.613,12.98,12.401
17/03/2015,15:00:00,14.517,14.325,12.883,12.304
17/03/2015,16:00:00,13.076,12.98,11.722,11.334
17/03/2015,17:00:00,12.11,11.819,10.846,10.553
17/03/2015,18:00:00,10.357,10.259,9.176,9.077
17/03/2015,19:00:00,9.373,9.275,8.481,8.282
17/03/2015,20:00:00,8.581,8.68,7.983,7.782
17/03/2015,21:00:00,7.983,8.082,7.582,7.381
17/03/2015,22:00:00,7.079,7.28,6.775,6.471
17/03/2015,23:00:00,6.166,6.573,6.268,5.962
18/03/2015,00:00:00,5.757,6.064,5.86,5.45
18/03/2015,01:00:00,5.244,5.552,5.45,5.037
18/03/2015,02:00:00,4.623,5.037,4.831,4.415
18/03/2015,03:00:00,5.244,5.45,5.141,4.727
18/03/2015,04:00:00,5.141,5.244,5.037,4.727
18/03/2015,05:00:00,5.037,5.037,4.831,4.623
18/03/2015,06:00:00,4.727,4.727,4.623,4.207
18/03/2015,07:00:00,4.831,4.831,4.519,3.998
18/03/2015,08:00:00,5.45,5.45,5.244,4.519
18/03/2015,09:00:00,6.573,6.37,6.166,5.757
18/03/2015,10:00:00,8.779,8.68,8.282,7.882
18/03/2015,11:00:00,11.528,11.819,10.846,10.259
18/03/2015,12:00:00,14.134,14.325,12.69,12.98
18/03/2015,13:00:00,14.038,14.517,12.207,12.304
18/03/2015,14:00:00,15.76,16.046,12.883,13.076
18/03/2015,15:00:00,15.855,15.951,11.819,12.013
18/03/2015,16:00:00,13.365,13.365,10.651,10.944
18/03/2015,17:00:00,11.916,11.819,9.669,10.063
18/03/2015,18:00:00,10.553,10.455,8.68,8.879
18/03/2015,19:00:00,10.161,10.161,8.581,8.68
18/03/2015,20:00:00,9.669,9.472,8.182,8.282
18/03/2015,21:00:00,8.978,8.68,7.582,7.682
18/03/2015,22:00:00,7.782,7.582,6.674,6.775
18/03/2015,23:00:00,7.983,7.682,7.079,7.079
19/03/2015,00:00:00,7.682,7.582,6.978,6.978
19/03/2015,01:00:00,7.481,7.381,6.877,6.877
19/03/2015,02:00:00,7.28,6.978,6.573,6.674
19/03/2015,03:00:00,6.978,6.775,6.268,6.37
19/03/2015,04:00:00,6.877,6.573,6.166,6.166
19/03/2015,05:00:00,6.775,6.471,6.064,6.064
19/03/2015,06:00:00,6.573,6.268,5.962,5.962
19/03/2015,07:00:00,6.37,6.166,5.86,5.86
19/03/2015,08:00:00,6.573,6.268,6.064,5.86
19/03/2015,09:00:00,6.775,6.573,6.268,6.064
19/03/2015,10:00:00,7.381,7.28,6.877,6.471
19/03/2015,11:00:00,7.882,7.782,7.381,6.877
19/03/2015,12:00:00,8.382,8.282,7.882,7.481
19/03/2015,13:00:00,8.282,8.282,7.882,7.28
19/03/2015,14:00:00,8.182,8.282,7.882,7.28
19/03/2015,15:00:00,7.983,7.983,7.682,7.179
19/03/2015,16:00:00,7.682,7.582,7.381,7.079
19/03/2015,17:00:00,7.381,7.28,7.179,6.877
19/03/2015,18:00:00,7.079,6.978,6.877,6.573
19/03/2015,19:00:00,6.877,6.674,6.674,6.37
19/03/2015,20:00:00,6.674,6.573,6.471,6.268
19/03/2015,21:00:00,6.573,6.37,6.268,6.166
19/03/2015,22:00:00,6.37,6.166,6.166,5.962
19/03/2015,23:00:00,6.166,5.962,5.962,5.86
20/03/2015,00:00:00,5.962,5.86,5.86,5.757
20/03/2015,01:00:00,5.86,5.655,5.655,5.655
20/03/2015,02:00:00,5.757,5.552,5.552,5.45
20/03/2015,03:00:00,5.655,5.45,5.45,5.347
20/03/2015,04:00:00,5.552,5.347,5.45,5.141
20/03/2015,05:00:00,5.45,5.244,5.347,5.037
20/03/2015,06:00:00,5.347,5.141,5.244,5.037
20/03/2015,07:00:00,5.347,5.141,5.244,5.037
20/03/2015,08:00:00,5.552,5.45,5.45,5.141
20/03/2015,09:00:00,5.86,5.86,5.655,5.552
20/03/2015,10:00:00,5.962,5.962,5.86,5.552
20/03/2015,11:00:00,11.819,12.304,11.431,12.11
20/03/2015,12:00:00,15.187,16.332,13.173,15.091
20/03/2015,13:00:00,17.855,18.616,13.365,14.709
20/03/2015,14:00:00,18.901,20.234,12.98,15.473
20/03/2015,15:00:00,18.711,19.092,11.819,13.75
20/03/2015,16:00:00,16.808,16.808,11.041,13.654
20/03/2015,17:00:00,15.091,14.804,10.455,12.883
20/03/2015,18:00:00,13.75,13.365,9.669,11.334
20/03/2015,19:00:00,12.497,12.013,8.879,10.553
20/03/2015,20:00:00,12.013,11.722,9.077,10.455
20/03/2015,21:00:00,11.528,11.236,8.779,10.063
20/03/2015,22:00:00,11.041,10.944,8.581,9.768
20/03/2015,23:00:00,10.259,10.161,8.282,9.176
21/03/2015,00:00:00,9.373,9.472,7.682,8.68
21/03/2015,01:00:00,8.879,8.978,7.381,8.182
21/03/2015,02:00:00,7.983,8.082,6.674,7.381
21/03/2015,03:00:00,8.082,8.082,6.775,7.481
21/03/2015,04:00:00,7.882,7.782,6.775,7.381
21/03/2015,05:00:00,6.877,6.978,5.962,6.573
21/03/2015,06:00:00,6.268,6.166,5.244,5.962
21/03/2015,07:00:00,6.064,6.064,5.347,6.064
21/03/2015,08:00:00,7.381,7.582,7.079,7.381
21/03/2015,09:00:00,7.882,7.782,7.28,7.381
21/03/2015,10:00:00,8.779,8.68,8.082,8.082
21/03/2015,11:00:00,8.581,8.581,7.882,7.882
21/03/2015,12:00:00,10.357,10.455,9.866,9.077
21/03/2015,13:00:00,9.965,9.965,9.472,8.779
21/03/2015,14:00:00,10.846,11.041,10.357,9.373
21/03/2015,15:00:00,10.651,10.846,10.063,9.275
21/03/2015,16:00:00,9.669,9.669,9.077,8.68
21/03/2015,17:00:00,8.879,9.077,8.481,8.082
21/03/2015,18:00:00,8.182,8.282,7.782,7.481
21/03/2015,19:00:00,7.682,7.782,7.28,7.079
21/03/2015,20:00:00,7.28,7.381,6.877,6.877
21/03/2015,21:00:00,6.978,7.079,6.674,6.674
21/03/2015,22:00:00,6.877,6.877,6.471,6.471
21/03/2015,23:00:00,5.757,6.064,5.552,5.552
22/03/2015,00:00:00,5.141,5.45,4.934,5.141
22/03/2015,01:00:00,5.244,5.757,5.347,5.45
22/03/2015,02:00:00,5.244,5.655,5.347,5.347
22/03/2015,03:00:00,4.934,5.141,5.037,5.141
22/03/2015,04:00:00,4.727,5.037,4.831,4.831
22/03/2015,05:00:00,4.415,4.727,4.519,4.623
22/03/2015,06:00:00,4.207,4.623,4.415,4.519
22/03/2015,07:00:00,4.415,4.727,4.623,4.623
22/03/2015,08:00:00,5.655,5.552,5.45,5.141
22/03/2015,09:00:00,8.581,9.768,8.481,9.077
22/03/2015,10:00:00,10.748,13.846,12.304,13.173
22/03/2015,11:00:00,12.207,15.569,14.996,14.517
22/03/2015,12:00:00,13.942,18.14,16.523,16.713
22/03/2015,13:00:00,17.379,19.853,14.517,15.378
22/03/2015,14:00:00,18.996,19.758,14.134,15.951
22/03/2015,15:00:00,17.284,18.806,12.497,13.846
22/03/2015,16:00:00,16.332,16.237,10.748,13.365
22/03/2015,17:00:00,14.517,14.804,9.965,12.594
22/03/2015,18:00:00,12.497,13.076,8.978,11.139
22/03/2015,19:00:00,10.944,11.139,7.983,9.965
22/03/2015,20:00:00,9.669,9.866,7.28,8.879
22/03/2015,21:00:00,8.481,8.68,6.471,8.082
22/03/2015,22:00:00,7.481,7.582,5.655,7.28
22/03/2015,23:00:00,6.573,6.775,4.934,6.573
23/03/2015,00:00:00,5.86,5.962,4.311,5.962
