Date,Time,Butt 1,Butt 2,Butt 3,Butt 4
20/04/2015,23:00:00,11.041,11.916,9.669,9.965
21/04/2015,00:00:00,9.965,10.944,8.879,9.275
21/04/2015,01:00:00,8.978,9.866,7.983,8.481
21/04/2015,02:00:00,8.182,9.176,7.381,7.882
21/04/2015,03:00:00,7.582,8.382,6.775,7.28
21/04/2015,04:00:00,6.775,7.582,6.166,6.674
21/04/2015,05:00:00,6.268,7.079,5.655,6.166
21/04/2015,06:00:00,6.064,6.877,5.655,6.37
21/04/2015,07:00:00,7.983,8.879,8.182,9.669
21/04/2015,08:00:00,13.75,12.787,12.11,14.23
21/04/2015,09:00:00,18.426,16.713,15.76,16.903
21/04/2015,10:00:00,22.142,20.519,19.092,19.472
21/04/2015,11:00:00,24.545,23.292,21.951,21.187
21/04/2015,12:00:00,26.488,24.835,23.196,22.429
21/04/2015,13:00:00,27.665,25.902,21.187,19.092
21/04/2015,14:00:00,27.272,26.292,20.138,20.615
21/04/2015,15:00:00,26.39,25.61,17.665,17.189
21/04/2015,16:00:00,24.835,24.351,16.427,16.523
21/04/2015,17:00:00,22.333,22.238,15.569,15.378
21/04/2015,18:00:00,18.901,19.472,14.23,14.613
21/04/2015,19:00:00,16.713,17.475,13.269,13.461
21/04/2015,20:00:00,14.9,15.855,12.207,12.401
21/04/2015,21:00:00,13.365,14.23,11.236,11.722
21/04/2015,22:00:00,12.11,13.173,10.455,11.041
21/04/2015,23:00:00,11.139,12.11,9.571,10.259
22/04/2015,00:00:00,10.063,11.236,8.978,9.571
22/04/2015,01:00:00,9.373,10.357,8.282,8.978
22/04/2015,02:00:00,8.481,9.472,7.682,8.382
22/04/2015,03:00:00,7.682,8.68,6.877,7.782
22/04/2015,04:00:00,7.079,7.983,6.37,7.179
22/04/2015,05:00:00,6.37,7.381,5.962,6.674
22/04/2015,06:00:00,6.37,7.179,6.064,6.674
22/04/2015,07:00:00,6.978,8.779,8.082,8.879
22/04/2015,08:00:00,11.625,12.401,12.207,12.787
22/04/2015,09:00:00,17.379,16.237,15.951,16.427
22/04/2015,10:00:00,21.855,20.043,19.662,19.282
22/04/2015,11:00:00,24.835,22.621,22.717,20.996
22/04/2015,12:00:00,26.781,24.545,24.255,22.238
22/04/2015,13:00:00,26.683,24.545,21.76,20.71
22/04/2015,14:00:00,23.966,23.581,21.664,19.282
22/04/2015,15:00:00,23.292,22.525,18.996,17.855
22/04/2015,16:00:00,20.519,20.615,17.76,17.094
22/04/2015,17:00:00,18.331,18.711,16.237,15.855
22/04/2015,18:00:00,16.808,17.475,15.378,14.9
22/04/2015,19:00:00,15.378,16.141,14.421,14.134
22/04/2015,20:00:00,13.75,14.9,13.365,13.269
22/04/2015,21:00:00,12.594,13.846,12.594,12.594
22/04/2015,22:00:00,11.528,12.787,11.722,11.819
22/04/2015,23:00:00,10.553,11.819,10.846,11.041
23/04/2015,00:00:00,9.669,10.846,9.866,10.259
23/04/2015,01:00:00,8.978,9.965,9.077,9.472
23/04/2015,02:00:00,8.382,9.472,8.581,8.978
23/04/2015,03:00:00,8.481,9.373,8.581,8.978
23/04/2015,04:00:00,8.382,9.176,8.581,8.779
23/04/2015,05:00:00,8.382,9.077,8.382,8.68
23/04/2015,06:00:00,8.68,9.176,8.581,8.68
23/04/2015,07:00:00,9.472,9.768,8.978,9.077
23/04/2015,08:00:00,10.944,10.748,9.965,9.866
23/04/2015,09:00:00,12.594,12.304,11.819,11.139
23/04/2015,10:00:00,16.618,15.187,13.846,13.461
23/04/2015,11:00:00,23.388,20.615,19.948,19.187
23/04/2015,12:00:00,26.977,23.1,22.142,21.282
23/04/2015,13:00:00,29.452,26.097,22.333,20.329
23/04/2015,14:00:00,29.252,26.585,21.282,18.711
23/04/2015,15:00:00,24.738,26.292,18.521,17.76
23/04/2015,16:00:00,23.388,25.222,16.808,17.284
23/04/2015,17:00:00,22.142,22.621,15.951,16.141
23/04/2015,18:00:00,19.662,20.043,14.996,15.282
23/04/2015,19:00:00,17.95,18.521,14.134,14.325
23/04/2015,20:00:00,15.76,16.618,12.883,13.269
23/04/2015,21:00:00,14.421,15.378,12.013,12.401
23/04/2015,22:00:00,13.269,14.23,11.139,11.625
23/04/2015,23:00:00,12.11,13.076,10.357,10.846
24/04/2015,00:00:00,11.236,12.207,9.571,10.161
24/04/2015,01:00:00,10.357,11.334,9.077,9.571
24/04/2015,02:00:00,9.669,10.553,8.481,8.978
24/04/2015,03:00:00,8.879,9.965,7.882,8.382
24/04/2015,04:00:00,8.282,9.176,7.381,7.983
24/04/2015,05:00:00,7.682,8.68,7.481,7.481
24/04/2015,06:00:00,7.983,8.481,7.28,8.382
24/04/2015,07:00:00,9.571,9.571,8.68,9.176
24/04/2015,08:00:00,13.558,11.916,12.401,12.98
24/04/2015,09:00:00,12.11,11.916,11.528,11.722
24/04/2015,10:00:00,15.855,15.187,15.091,15.282
24/04/2015,11:00:00,20.424,18.236,18.521,17.76
24/04/2015,12:00:00,18.616,17.665,18.236,17.475
24/04/2015,13:00:00,19.187,18.236,18.711,17.95
24/04/2015,14:00:00,21.473,21.378,21.091,19.567
24/04/2015,15:00:00,20.519,19.662,19.377,18.426
24/04/2015,16:00:00,18.331,17.95,17.95,16.999
24/04/2015,17:00:00,18.045,18.236,17.379,16.523
24/04/2015,18:00:00,15.76,16.237,16.141,15.473
24/04/2015,19:00:00,14.613,15.187,15.187,14.709
24/04/2015,20:00:00,13.942,14.421,14.325,14.038
24/04/2015,21:00:00,13.365,13.846,13.942,13.654
24/04/2015,22:00:00,12.787,13.365,13.558,13.269
24/04/2015,23:00:00,12.497,12.98,13.173,12.883
25/04/2015,00:00:00,12.207,12.69,12.787,12.594
25/04/2015,01:00:00,12.013,12.497,12.594,12.401
25/04/2015,02:00:00,11.819,12.207,12.304,12.207
25/04/2015,03:00:00,11.722,12.013,12.013,12.013
25/04/2015,04:00:00,11.528,11.819,11.916,11.916
25/04/2015,05:00:00,11.334,11.722,11.722,11.819
25/04/2015,06:00:00,11.431,11.722,11.722,11.722
25/04/2015,07:00:00,12.11,12.013,12.207,12.013
25/04/2015,08:00:00,14.038,13.269,13.75,13.269
25/04/2015,09:00:00,15.282,14.709,15.473,14.613
25/04/2015,10:00:00,18.616,16.903,18.331,16.808
25/04/2015,11:00:00,22.621,20.329,22.621,20.043
25/04/2015,12:00:00,21.378,19.662,20.901,18.901
25/04/2015,13:00:00,25.902,22.717,23.1,20.71
25/04/2015,14:00:00,23.581,22.142,21.951,20.043
25/04/2015,15:00:00,21.473,20.71,20.996,19.187
25/04/2015,16:00:00,19.472,19.187,20.043,18.331
25/04/2015,17:00:00,17.379,17.665,18.426,17.189
25/04/2015,18:00:00,16.618,16.808,17.57,16.618
25/04/2015,19:00:00,15.473,15.951,16.713,15.951
25/04/2015,20:00:00,15.282,15.473,16.141,15.664
25/04/2015,21:00:00,14.517,14.996,15.569,14.996
25/04/2015,22:00:00,14.038,14.421,14.996,14.517
25/04/2015,23:00:00,13.654,14.038,14.23,14.134
26/04/2015,00:00:00,12.98,13.461,13.461,13.461
26/04/2015,01:00:00,12.497,12.787,12.883,12.883
26/04/2015,02:00:00,11.625,12.304,12.013,12.11
26/04/2015,03:00:00,11.236,11.722,11.625,11.625
26/04/2015,04:00:00,10.748,11.334,11.139,11.139
26/04/2015,05:00:00,10.357,10.944,10.748,10.846
26/04/2015,06:00:00,10.161,10.553,10.553,10.455
26/04/2015,07:00:00,10.063,10.455,10.259,10.161
26/04/2015,08:00:00,11.916,11.528,11.236,10.651
26/04/2015,09:00:00,12.207,12.11,11.625,10.846
26/04/2015,10:00:00,12.497,12.207,11.722,10.944
26/04/2015,11:00:00,15.187,14.038,13.461,12.11
26/04/2015,12:00:00,16.999,15.282,14.9,13.269
26/04/2015,13:00:00,16.427,15.569,14.9,13.269
26/04/2015,14:00:00,16.141,15.282,14.804,13.269
26/04/2015,15:00:00,15.473,14.9,14.23,12.883
26/04/2015,16:00:00,14.9,14.517,14.038,12.69
26/04/2015,17:00:00,15.091,15.187,13.558,12.207
26/04/2015,18:00:00,13.558,13.75,12.207,11.334
26/04/2015,19:00:00,12.497,12.787,11.528,10.846
26/04/2015,20:00:00,10.944,11.528,10.553,10.063
26/04/2015,21:00:00,9.768,10.651,9.669,9.373
26/04/2015,22:00:00,9.077,9.866,8.879,8.779
26/04/2015,23:00:00,8.182,9.077,8.082,8.182
27/04/2015,00:00:00,7.481,8.282,7.381,7.481
27/04/2015,01:00:00,6.674,7.582,6.877,6.877
27/04/2015,02:00:00,5.962,6.877,6.166,6.268
27/04/2015,03:00:00,5.244,6.166,5.552,5.655
27/04/2015,04:00:00,4.415,5.45,4.831,5.141
27/04/2015,05:00:00,3.893,5.037,4.415,4.623
27/04/2015,06:00:00,4.415,4.727,5.037,5.757
27/04/2015,07:00:00,9.768,5.45,7.381,8.581
27/04/2015,08:00:00,13.846,8.581,10.259,12.207
27/04/2015,09:00:00,18.901,13.173,14.804,16.237
27/04/2015,10:00:00,20.901,18.806,19.472,19.662
27/04/2015,11:00:00,24.255,21.282,21.664,19.472
27/04/2015,12:00:00,25.028,23.004,23.1,21.187
27/04/2015,13:00:00,29.552,25.708,26.195,21.187
27/04/2015,14:00:00,25.028,22.908,23.581,19.758
27/04/2015,15:00:00,26.879,23.484,20.138,18.616
27/04/2015,16:00:00,20.71,21.855,17.855,16.713
27/04/2015,17:00:00,18.426,18.14,16.618,15.664
27/04/2015,18:00:00,15.855,16.237,15.091,14.517
27/04/2015,19:00:00,13.942,14.325,13.654,13.076
27/04/2015,20:00:00,12.11,12.787,12.207,11.819
27/04/2015,21:00:00,10.651,11.139,10.846,10.651
27/04/2015,22:00:00,9.472,10.063,9.866,9.669
27/04/2015,23:00:00,9.176,9.768,9.571,9.373
28/04/2015,00:00:00,8.082,8.779,8.581,8.581
28/04/2015,01:00:00,7.381,8.182,7.882,7.983
28/04/2015,02:00:00,6.674,7.481,7.28,7.381
28/04/2015,03:00:00,6.064,6.877,6.674,6.775
28/04/2015,04:00:00,5.347,6.268,6.064,6.268
28/04/2015,05:00:00,4.831,5.757,5.552,5.757
28/04/2015,06:00:00,4.831,5.45,6.268,6.978
28/04/2015,07:00:00,6.775,6.674,8.382,9.571
28/04/2015,08:00:00,8.382,11.431,12.11,12.013
28/04/2015,09:00:00,11.819,14.613,15.378,15.473
28/04/2015,10:00:00,20.615,16.999,19.282,18.236
28/04/2015,11:00:00,21.76,18.14,19.567,18.996
28/04/2015,12:00:00,23.869,20.138,21.378,19.377
28/04/2015,13:00:00,23.196,20.901,22.333,17.95
28/04/2015,14:00:00,18.616,17.855,18.996,16.903
28/04/2015,15:00:00,21.951,19.377,17.189,17.57
28/04/2015,16:00:00,19.282,18.426,15.569,14.996
28/04/2015,17:00:00,16.523,17.284,14.421,13.846
28/04/2015,18:00:00,14.996,15.282,13.558,12.98
28/04/2015,19:00:00,13.173,13.461,12.497,12.11
28/04/2015,20:00:00,11.722,12.304,11.528,11.334
28/04/2015,21:00:00,10.651,11.236,10.944,10.651
28/04/2015,22:00:00,10.063,10.651,10.357,10.259
28/04/2015,23:00:00,9.077,9.768,9.472,9.571
29/04/2015,00:00:00,8.481,9.373,8.978,9.077
29/04/2015,01:00:00,7.882,8.581,8.282,8.779
29/04/2015,02:00:00,7.782,8.282,8.082,8.382
29/04/2015,03:00:00,7.381,7.983,7.782,8.082
29/04/2015,04:00:00,7.179,7.682,7.682,7.782
29/04/2015,05:00:00,6.978,7.481,7.381,7.582
29/04/2015,06:00:00,7.381,7.582,7.682,7.682
29/04/2015,07:00:00,8.382,8.282,8.581,8.182
29/04/2015,08:00:00,9.176,8.879,9.373,8.879
29/04/2015,09:00:00,8.978,8.879,9.077,8.879
29/04/2015,10:00:00,11.334,10.651,10.553,10.063
29/04/2015,11:00:00,14.421,12.98,12.883,12.013
29/04/2015,12:00:00,18.236,16.046,15.187,14.421
29/04/2015,13:00:00,25.125,20.805,18.521,17.284
29/04/2015,14:00:00,24.545,22.046,20.234,14.517
29/04/2015,15:00:00,24.062,21.282,15.378,14.517
29/04/2015,16:00:00,21.187,20.71,13.654,13.558
29/04/2015,17:00:00,18.806,17.76,12.207,12.11
29/04/2015,18:00:00,15.187,15.951,11.236,11.819
29/04/2015,19:00:00,13.076,13.942,10.357,10.553
29/04/2015,20:00:00,11.431,12.207,9.571,9.669
29/04/2015,21:00:00,10.063,11.041,8.879,9.077
29/04/2015,22:00:00,9.275,10.259,8.282,8.481
29/04/2015,23:00:00,8.581,9.472,7.782,7.983
30/04/2015,00:00:00,7.882,8.779,7.079,7.481
30/04/2015,01:00:00,7.28,8.082,6.877,7.179
30/04/2015,02:00:00,6.573,7.381,6.37,6.775
30/04/2015,03:00:00,6.064,6.877,5.962,6.37
30/04/2015,04:00:00,5.552,6.268,5.45,5.962
30/04/2015,05:00:00,5.552,6.268,5.45,5.962
30/04/2015,06:00:00,5.45,6.064,5.552,6.877
30/04/2015,07:00:00,7.983,8.282,8.082,10.944
30/04/2015,08:00:00,10.944,12.013,11.916,12.594
30/04/2015,09:00:00,13.173,12.787,13.461,13.365
30/04/2015,10:00:00,13.846,13.269,13.942,13.654
30/04/2015,11:00:00,18.331,17.284,18.616,16.999
30/04/2015,12:00:00,26.097,23.388,24.255,19.948
30/04/2015,13:00:00,20.424,19.758,19.092,17.95
30/04/2015,14:00:00,21.855,20.424,18.521,17.76
30/04/2015,15:00:00,22.046,20.71,17.094,17.379
30/04/2015,16:00:00,20.329,19.567,16.046,16.618
30/04/2015,17:00:00,18.521,18.14,14.804,15.091
30/04/2015,18:00:00,16.713,16.808,13.654,14.038
30/04/2015,19:00:00,14.804,15.187,12.497,12.787
30/04/2015,20:00:00,13.076,13.654,11.431,11.722
30/04/2015,21:00:00,11.819,12.497,10.553,10.944
30/04/2015,22:00:00,10.553,11.334,9.669,10.063
30/04/2015,23:00:00,9.768,10.455,8.978,9.373
01/05/2015,00:00:00,8.978,9.669,8.481,8.879
01/05/2015,01:00:00,8.581,9.373,7.983,8.481
01/05/2015,02:00:00,8.182,8.879,7.782,8.082
01/05/2015,03:00:00,7.882,8.481,7.481,7.782
01/05/2015,04:00:00,7.28,7.983,6.978,7.481
01/05/2015,05:00:00,7.079,7.682,6.775,7.179
01/05/2015,06:00:00,7.582,7.882,7.179,7.582
01/05/2015,07:00:00,9.275,8.779,8.481,8.581
01/05/2015,08:00:00,11.819,11.139,10.748,10.259
01/05/2015,09:00:00,16.046,13.942,13.461,12.787
01/05/2015,10:00:00,17.284,15.951,14.9,14.134
01/05/2015,11:00:00,18.901,17.95,16.713,14.9
01/05/2015,12:00:00,20.424,19.092,17.57,15.664
01/05/2015,13:00:00,22.812,21.569,18.901,16.618
01/05/2015,14:00:00,18.996,18.901,16.903,15.187
01/05/2015,15:00:00,18.901,18.331,16.523,14.9
01/05/2015,16:00:00,16.237,16.523,14.996,13.654
01/05/2015,17:00:00,15.951,15.855,14.325,13.365
01/05/2015,18:00:00,14.23,14.709,13.461,12.497
01/05/2015,19:00:00,12.98,13.654,12.497,11.722
01/05/2015,20:00:00,12.11,12.69,11.916,11.139
01/05/2015,21:00:00,11.431,11.916,11.139,10.651
01/05/2015,22:00:00,10.259,10.944,10.259,9.965
01/05/2015,23:00:00,9.472,10.161,9.571,9.373
02/05/2015,00:00:00,8.68,9.373,8.879,8.68
02/05/2015,01:00:00,8.382,8.978,8.581,8.382
02/05/2015,02:00:00,7.983,8.481,8.082,7.983
02/05/2015,03:00:00,7.882,8.382,7.983,7.782
02/05/2015,04:00:00,7.682,8.082,7.682,7.682
02/05/2015,05:00:00,7.582,7.882,7.582,7.481
02/05/2015,06:00:00,7.682,8.082,7.682,7.582
02/05/2015,07:00:00,8.082,8.282,7.782,7.682
02/05/2015,08:00:00,8.68,8.978,8.282,8.082
02/05/2015,09:00:00,10.455,9.965,9.373,8.978
02/05/2015,10:00:00,15.282,14.134,13.076,12.69
02/05/2015,11:00:00,15.664,14.613,13.846,12.98
02/05/2015,12:00:00,17.57,16.332,15.187,13.942
02/05/2015,13:00:00,17.189,16.332,15.378,14.325
02/05/2015,14:00:00,17.189,16.237,15.091,14.23
02/05/2015,15:00:00,16.141,15.473,14.613,13.942
02/05/2015,16:00:00,15.473,15.091,14.421,13.654
02/05/2015,17:00:00,14.421,14.134,13.461,13.173
02/05/2015,18:00:00,13.461,13.654,12.98,12.69
02/05/2015,19:00:00,12.401,12.69,12.207,12.013
02/05/2015,20:00:00,11.819,12.013,11.625,11.528
02/05/2015,21:00:00,11.334,11.625,11.139,11.236
02/05/2015,22:00:00,10.846,11.139,10.748,10.748
02/05/2015,23:00:00,10.553,10.944,10.455,10.553
03/05/2015,00:00:00,10.455,10.748,10.357,10.357
03/05/2015,01:00:00,10.357,10.651,10.357,10.259
03/05/2015,02:00:00,10.455,10.651,10.357,10.357
03/05/2015,03:00:00,10.455,10.651,10.455,10.455
03/05/2015,04:00:00,10.651,10.748,10.651,10.553
03/05/2015,05:00:00,11.041,11.041,10.944,10.846
03/05/2015,06:00:00,11.528,11.528,11.334,11.236
03/05/2015,07:00:00,12.11,12.013,11.916,11.625
03/05/2015,08:00:00,12.883,12.69,12.497,12.207
03/05/2015,09:00:00,14.421,13.846,13.558,13.269
03/05/2015,10:00:00,16.523,15.76,15.282,14.9
03/05/2015,11:00:00,18.806,17.665,17.284,16.618
03/05/2015,12:00:00,24.351,22.142,21.282,19.092
03/05/2015,13:00:00,24.255,24.062,24.158,19.853
03/05/2015,14:00:00,21.282,20.901,20.805,18.14
03/05/2015,15:00:00,20.424,19.948,19.662,17.76
03/05/2015,16:00:00,21.569,20.71,19.092,17.475
03/05/2015,17:00:00,20.234,19.662,18.045,16.903
03/05/2015,18:00:00,17.95,18.045,17.189,16.141
03/05/2015,19:00:00,16.427,16.618,16.332,15.473
03/05/2015,20:00:00,15.282,15.282,15.282,14.613
03/05/2015,21:00:00,14.325,14.613,14.709,14.134
03/05/2015,22:00:00,13.461,13.846,14.038,13.654
03/05/2015,23:00:00,13.173,13.365,13.654,13.269
04/05/2015,00:00:00,12.787,13.076,13.365,13.076
04/05/2015,01:00:00,12.401,12.69,12.98,12.787
04/05/2015,02:00:00,11.916,12.304,12.594,12.401
04/05/2015,03:00:00,11.722,11.916,12.304,12.207
04/05/2015,04:00:00,10.944,11.236,11.819,11.722
04/05/2015,05:00:00,10.357,10.651,11.334,11.334
04/05/2015,06:00:00,10.455,10.651,12.11,11.722
04/05/2015,07:00:00,11.722,11.625,12.304,12.497
04/05/2015,08:00:00,15.378,14.23,14.9,15.76
04/05/2015,09:00:00,18.521,16.523,16.903,17.094
04/05/2015,10:00:00,20.043,18.616,20.329,18.711
04/05/2015,11:00:00,22.908,20.519,21.855,19.472
04/05/2015,12:00:00,22.333,21.473,22.525,19.282
04/05/2015,13:00:00,26.39,24.641,24.351,20.043
04/05/2015,14:00:00,23.773,22.525,22.429,19.092
04/05/2015,15:00:00,21.951,20.805,20.71,18.426
04/05/2015,16:00:00,20.329,19.758,19.758,18.045
04/05/2015,17:00:00,18.521,18.426,18.616,17.189
04/05/2015,18:00:00,17.379,17.665,17.95,16.808
04/05/2015,19:00:00,16.618,16.903,17.284,16.332
04/05/2015,20:00:00,16.046,16.427,16.618,15.76
04/05/2015,21:00:00,15.378,15.569,15.855,15.187
04/05/2015,22:00:00,14.804,15.091,15.282,14.709
04/05/2015,23:00:00,14.517,14.804,14.9,14.421
05/05/2015,00:00:00,14.134,14.421,14.421,14.038
05/05/2015,01:00:00,13.942,14.23,14.134,13.75
05/05/2015,02:00:00,13.846,14.134,14.038,13.75
05/05/2015,03:00:00,13.846,14.134,14.038,13.846
05/05/2015,04:00:00,13.846,14.038,14.038,13.75
05/05/2015,05:00:00,13.75,13.942,13.942,13.75
05/05/2015,06:00:00,13.75,13.846,13.942,13.75
05/05/2015,07:00:00,14.134,14.134,14.134,13.942
05/05/2015,08:00:00,14.9,14.613,14.421,14.325
05/05/2015,09:00:00,14.9,14.517,14.613,14.134
05/05/2015,10:00:00,14.709,14.517,15.091,14.23
05/05/2015,11:00:00,20.996,19.567,22.142,17.189
05/05/2015,12:00:00,19.187,18.331,19.853,16.713
05/05/2015,13:00:00,20.424,18.996,19.282,16.332
05/05/2015,14:00:00,20.519,19.662,19.187,16.427
05/05/2015,15:00:00,21.951,20.138,18.806,16.808
05/05/2015,16:00:00,20.234,19.092,17.855,16.141
05/05/2015,17:00:00,17.76,17.76,16.999,15.569
05/05/2015,18:00:00,15.855,16.046,16.141,14.709
05/05/2015,19:00:00,14.421,14.709,14.9,13.942
05/05/2015,20:00:00,13.269,13.654,14.038,13.173
05/05/2015,21:00:00,12.304,12.69,13.461,12.69
05/05/2015,22:00:00,11.528,11.916,12.594,12.207
05/05/2015,23:00:00,10.944,11.334,12.207,11.722
06/05/2015,00:00:00,10.553,10.944,11.819,11.528
06/05/2015,01:00:00,10.357,10.553,11.431,11.236
06/05/2015,02:00:00,10.063,10.357,11.236,10.944
06/05/2015,03:00:00,9.866,10.063,10.944,10.748
06/05/2015,04:00:00,9.472,9.768,10.651,10.357
06/05/2015,05:00:00,9.077,9.176,10.259,10.063
06/05/2015,06:00:00,9.275,9.472,10.357,10.553
06/05/2015,07:00:00,10.161,10.063,11.431,11.334
06/05/2015,08:00:00,11.625,11.236,12.594,12.11
06/05/2015,09:00:00,16.237,13.75,14.23,13.846
06/05/2015,10:00:00,17.76,15.855,17.76,15.187
06/05/2015,11:00:00,15.473,14.613,15.569,14.23
06/05/2015,12:00:00,17.189,15.855,16.999,14.9
06/05/2015,13:00:00,15.473,14.996,16.427,14.517
06/05/2015,14:00:00,18.806,17.57,17.57,15.187
06/05/2015,15:00:00,16.618,16.237,16.618,14.804
06/05/2015,16:00:00,16.618,16.141,16.237,14.613
06/05/2015,17:00:00,16.046,16.903,15.76,14.325
06/05/2015,18:00:00,14.709,14.9,14.804,13.654
06/05/2015,19:00:00,13.173,13.461,14.038,12.98
06/05/2015,20:00:00,12.497,12.787,13.365,12.497
06/05/2015,21:00:00,12.11,12.304,12.98,12.207
06/05/2015,22:00:00,11.528,11.916,12.497,11.916
06/05/2015,23:00:00,11.236,11.625,12.304,11.722
07/05/2015,00:00:00,10.944,11.236,12.013,11.431
07/05/2015,01:00:00,10.553,10.944,11.722,11.236
07/05/2015,02:00:00,9.866,10.161,11.041,10.748
07/05/2015,03:00:00,9.275,9.669,10.553,10.357
07/05/2015,04:00:00,8.779,9.176,10.063,9.768
07/05/2015,05:00:00,8.68,8.978,9.965,9.669
07/05/2015,06:00:00,9.077,9.373,10.748,10.846
07/05/2015,07:00:00,11.528,11.722,13.076,13.558
07/05/2015,08:00:00,12.11,11.916,12.98,12.497
07/05/2015,09:00:00,17.76,15.664,16.427,14.517
07/05/2015,10:00:00,15.473,15.091,16.332,14.613
07/05/2015,11:00:00,17.284,16.332,17.95,15.378
07/05/2015,12:00:00,25.125,22.046,22.812,16.999
07/05/2015,13:00:00,22.717,21.187,20.901,16.427
07/05/2015,14:00:00,21.664,20.805,21.187,16.713
07/05/2015,15:00:00,20.615,19.948,19.758,16.237
07/05/2015,16:00:00,20.329,19.948,18.901,15.951
07/05/2015,17:00:00,18.901,18.521,18.045,15.569
07/05/2015,18:00:00,17.475,17.094,17.379,14.996
07/05/2015,19:00:00,16.141,16.046,16.523,14.421
07/05/2015,20:00:00,14.804,14.804,15.473,13.846
07/05/2015,21:00:00,13.654,13.846,14.325,13.173
07/05/2015,22:00:00,12.883,13.173,13.75,12.69
07/05/2015,23:00:00,12.304,12.69,13.269,12.207
08/05/2015,00:00:00,11.722,12.11,12.594,11.819
08/05/2015,01:00:00,11.236,11.625,12.207,11.431
08/05/2015,02:00:00,10.748,11.236,11.916,11.139
08/05/2015,03:00:00,10.161,10.553,11.139,10.651
08/05/2015,04:00:00,9.571,9.965,10.651,10.259
08/05/2015,05:00:00,9.768,10.063,10.651,10.161
08/05/2015,06:00:00,10.161,10.455,10.944,10.357
08/05/2015,07:00:00,10.455,10.651,11.139,10.455
08/05/2015,08:00:00,12.207,11.819,12.11,11.041
08/05/2015,09:00:00,13.558,13.269,13.558,12.207
08/05/2015,10:00:00,16.141,15.282,15.091,13.461
08/05/2015,11:00:00,15.569,14.996,14.613,13.269
08/05/2015,12:00:00,16.808,15.951,15.187,13.942
08/05/2015,13:00:00,17.665,16.808,15.951,14.517
08/05/2015,14:00:00,16.332,15.951,15.378,14.325
08/05/2015,15:00:00,17.379,16.808,16.523,14.996
08/05/2015,16:00:00,16.046,15.664,15.473,14.325
08/05/2015,17:00:00,15.378,15.187,15.187,14.134
08/05/2015,18:00:00,14.804,14.709,14.709,13.846
08/05/2015,19:00:00,14.038,13.942,13.942,13.461
08/05/2015,20:00:00,13.365,13.461,13.558,13.076
08/05/2015,21:00:00,12.98,13.076,13.269,12.883
08/05/2015,22:00:00,12.69,12.787,12.98,12.69
08/05/2015,23:00:00,12.401,12.497,12.787,12.497
09/05/2015,00:00:00,12.013,12.207,12.497,12.304
09/05/2015,01:00:00,11.722,11.819,12.207,12.11
09/05/2015,02:00:00,11.528,11.625,12.11,11.916
09/05/2015,03:00:00,11.139,11.334,11.916,11.722
09/05/2015,04:00:00,10.944,11.041,11.722,11.431
09/05/2015,05:00:00,10.748,10.846,11.528,11.236
09/05/2015,06:00:00,10.748,10.944,11.528,11.236
09/05/2015,07:00:00,11.139,11.041,11.625,11.236
09/05/2015,08:00:00,11.722,11.625,12.11,11.625
09/05/2015,09:00:00,13.365,12.883,13.269,12.401
09/05/2015,10:00:00,14.517,13.942,14.709,13.173
09/05/2015,11:00:00,16.046,15.569,16.046,14.134
09/05/2015,12:00:00,22.238,20.138,20.901,15.664
09/05/2015,13:00:00,26.195,24.062,22.333,15.282
09/05/2015,14:00:00,21.473,20.519,20.424,15.855
09/05/2015,15:00:00,21.76,20.71,19.662,15.76
09/05/2015,16:00:00,20.424,19.662,18.806,15.569
09/05/2015,17:00:00,19.948,19.282,18.045,15.282
09/05/2015,18:00:00,18.711,18.045,16.903,14.709
09/05/2015,19:00:00,16.808,16.237,15.664,14.038
09/05/2015,20:00:00,15.378,15.091,14.421,13.461
09/05/2015,21:00:00,14.421,14.134,13.654,12.787
09/05/2015,22:00:00,13.461,13.365,12.98,12.304
09/05/2015,23:00:00,12.69,12.69,12.401,11.819
10/05/2015,00:00:00,12.11,12.207,12.11,11.528
10/05/2015,01:00:00,11.528,11.528,11.528,11.041
10/05/2015,02:00:00,10.846,11.041,10.944,10.651
10/05/2015,03:00:00,10.651,10.846,11.041,10.651
10/05/2015,04:00:00,10.553,10.846,11.041,10.651
10/05/2015,05:00:00,10.357,10.651,10.846,10.553
10/05/2015,06:00:00,10.846,11.041,11.236,10.846
10/05/2015,07:00:00,12.013,12.11,12.594,11.722
10/05/2015,08:00:00,15.091,14.421,13.173,13.846
10/05/2015,09:00:00,14.709,14.709,15.378,14.804
10/05/2015,10:00:00,15.091,15.473,16.427,14.709
10/05/2015,11:00:00,18.806,18.521,19.567,16.046
10/05/2015,12:00:00,22.046,21.187,22.525,17.284
10/05/2015,13:00:00,18.996,18.616,20.138,16.713
10/05/2015,14:00:00,19.567,18.901,20.043,16.903
10/05/2015,15:00:00,20.901,20.043,20.234,17.094
10/05/2015,16:00:00,19.187,18.806,19.377,16.713
10/05/2015,17:00:00,18.616,18.331,18.996,16.427
10/05/2015,18:00:00,17.284,17.189,17.855,15.855
10/05/2015,19:00:00,16.237,16.237,16.999,15.282
10/05/2015,20:00:00,15.187,14.996,15.951,14.613
10/05/2015,21:00:00,14.421,14.421,15.187,14.038
10/05/2015,22:00:00,13.846,13.846,14.613,13.75
10/05/2015,23:00:00,13.269,13.269,13.942,13.365
